,class,kindom,phylum,class,order,family,genus,species
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_xenovorans,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_xenovorans
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_phymatum,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_phymatum
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sprentiae,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sprentiae
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_fungorum,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_fungorum
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_dokdonella,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_dokdonella
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_aromaticivorans,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_aromaticivorans
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_phytofirmans,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_phytofirmans
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_caffeinilytica,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_caffeinilytica
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_caribensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_caribensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sp._PGU16,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sp._PGU16
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sp._7MH5,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sp._7MH5
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sp._PGU19,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sp._PGU19
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sp._7Q-K02,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sp._7Q-K02
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sp._SOS3,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sp._SOS3
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sp._DHF22,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sp._DHF22
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia|s_Paraburkholderia_sp._Msb3,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Paraburkholderia,s_Paraburkholderia_sp._Msb3
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus,genus,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_neocaledonicus,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_neocaledonicus
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_malaysiensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_malaysiensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_campinensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_campinensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_pinatubonensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_pinatubonensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_basilensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_basilensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_nantongensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_nantongensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_oxalaticus,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_oxalaticus
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_sp._USMAHM13,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_sp._USMAHM13
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_sp._USMAA2-4,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_sp._USMAA2-4
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_gilardii,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_gilardii
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_pauculus,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_pauculus
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_necator,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_necator
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_metallidurans,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_metallidurans
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_Cupriavidus_taiwanensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Cupriavidus,s_Cupriavidus_taiwanensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia,genus,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._KJ006,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._KJ006
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_dolosa,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_dolosa
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._MSMB617WGS,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._MSMB617WGS
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._MSMB0266,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._MSMB0266
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_latens,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_latens
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_plantarii,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_plantarii
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_glumae,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_glumae
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_gladioli,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_gladioli
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_mallei,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_mallei
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._BDU6,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._BDU6
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._MSMB1588,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._MSMB1588
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._MSMB0852,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._MSMB0852
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._BDU8,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._BDU8
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_thailandensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_thailandensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_pseudomallei,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_pseudomallei
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_oklahomensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_oklahomensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._KBS0801,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._KBS0801
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._JP2-270,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._JP2-270
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._MBR-1,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._MBR-1
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._LA-2-3-30-S1-D2,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._LA-2-3-30-S1-D2
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._YI23,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._YI23
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._KK1,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._KK1
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._PAMC_28687,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._PAMC_28687
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._THE68,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._THE68
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._PAMC_26561,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._PAMC_26561
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._IDO3,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._IDO3
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._Bp7605,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._Bp7605
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._MSMB0856,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._MSMB0856
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._NRF60-BP8,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._NRF60-BP8
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._DHOD12,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._DHOD12
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._RPE67,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._RPE67
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_sp._CCGE1003,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_sp._CCGE1003
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_vietnamiensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_vietnamiensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_diffusa,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_diffusa
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_territorii,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_territorii
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_[Pseudomonas]_mesoacidophila,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_[Pseudomonas]_mesoacidophila
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_pseudomultivorans,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_pseudomultivorans
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_seminalis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_seminalis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_anthina,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_anthina
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_pyrrocinia,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_pyrrocinia
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_stagnalis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_stagnalis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_metallica,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_metallica
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_stabilis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_stabilis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_ubonensis,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_ubonensis
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_multivorans,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_multivorans
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_ambifaria,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_ambifaria
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_lata,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_lata
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_contaminans,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_contaminans
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_cenocepacia,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_cenocepacia
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Burkholderia|s_Burkholderia_cepacia,species,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Burkholderia,s_Burkholderia_cepacia
k_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae,family,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Comamonadaceae,,
